city,areaCode,areaLevel,keyword,page,returned_count,total_pages_hint,query_url,status,message
巴彦淖尔市,150800,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=150800&jobName=&offset=3&limit=20,ok,
巴彦淖尔市,150800,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=150800&jobName=&offset=4&limit=20,ok,
巴彦淖尔市,150800,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=150800&jobName=&offset=5&limit=20,ok,
巴彦淖尔市,150800,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=150800&jobName=&offset=6&limit=20,ok,
乌兰察布市,150900,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=150900&jobName=&offset=1&limit=20,ok,
乌兰察布市,150900,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=150900&jobName=&offset=2&limit=20,ok,
乌兰察布市,150900,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=150900&jobName=&offset=3&limit=20,ok,
乌兰察布市,150900,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=150900&jobName=&offset=4&limit=20,ok,
乌兰察布市,150900,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=150900&jobName=&offset=5&limit=20,ok,
乌兰察布市,150900,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=150900&jobName=&offset=6&limit=20,ok,
兴安盟,152200,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152200&jobName=&offset=1&limit=20,ok,
兴安盟,152200,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152200&jobName=&offset=2&limit=20,ok,
兴安盟,152200,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152200&jobName=&offset=3&limit=20,ok,
兴安盟,152200,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152200&jobName=&offset=4&limit=20,ok,
兴安盟,152200,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152200&jobName=&offset=5&limit=20,ok,
兴安盟,152200,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152200&jobName=&offset=6&limit=20,ok,
锡林郭勒盟,152500,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152500&jobName=&offset=1&limit=20,ok,
锡林郭勒盟,152500,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152500&jobName=&offset=2&limit=20,ok,
锡林郭勒盟,152500,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152500&jobName=&offset=3&limit=20,ok,
锡林郭勒盟,152500,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152500&jobName=&offset=4&limit=20,ok,
锡林郭勒盟,152500,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152500&jobName=&offset=5&limit=20,ok,
锡林郭勒盟,152500,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152500&jobName=&offset=6&limit=20,ok,
阿拉善盟,152900,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152900&jobName=&offset=1&limit=20,ok,
阿拉善盟,152900,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152900&jobName=&offset=2&limit=20,ok,
阿拉善盟,152900,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152900&jobName=&offset=3&limit=20,ok,
阿拉善盟,152900,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152900&jobName=&offset=4&limit=20,ok,
阿拉善盟,152900,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152900&jobName=&offset=5&limit=20,ok,
阿拉善盟,152900,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=152900&jobName=&offset=6&limit=20,ok,
辽宁省,21,province,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=21&jobName=&offset=1&limit=20,ok,
辽宁省,21,province,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=21&jobName=&offset=2&limit=20,ok,
辽宁省,21,province,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=21&jobName=&offset=3&limit=20,ok,
辽宁省,21,province,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=21&jobName=&offset=4&limit=20,ok,
辽宁省,21,province,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=21&jobName=&offset=5&limit=20,ok,
辽宁省,21,province,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=21&jobName=&offset=6&limit=20,ok,
沈阳市,210100,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210100&jobName=&offset=1&limit=20,ok,
沈阳市,210100,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210100&jobName=&offset=2&limit=20,ok,
沈阳市,210100,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210100&jobName=&offset=3&limit=20,ok,
沈阳市,210100,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210100&jobName=&offset=4&limit=20,ok,
沈阳市,210100,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210100&jobName=&offset=5&limit=20,ok,
沈阳市,210100,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210100&jobName=&offset=6&limit=20,ok,
大连市,210200,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210200&jobName=&offset=1&limit=20,ok,
大连市,210200,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210200&jobName=&offset=2&limit=20,ok,
大连市,210200,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210200&jobName=&offset=3&limit=20,ok,
大连市,210200,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210200&jobName=&offset=4&limit=20,ok,
大连市,210200,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210200&jobName=&offset=5&limit=20,ok,
大连市,210200,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210200&jobName=&offset=6&limit=20,ok,
鞍山市,210300,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210300&jobName=&offset=1&limit=20,ok,
鞍山市,210300,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210300&jobName=&offset=2&limit=20,ok,
鞍山市,210300,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210300&jobName=&offset=3&limit=20,ok,
鞍山市,210300,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210300&jobName=&offset=4&limit=20,ok,
鞍山市,210300,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210300&jobName=&offset=5&limit=20,ok,
鞍山市,210300,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210300&jobName=&offset=6&limit=20,ok,
抚顺市,210400,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210400&jobName=&offset=1&limit=20,ok,
抚顺市,210400,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210400&jobName=&offset=2&limit=20,ok,
抚顺市,210400,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210400&jobName=&offset=3&limit=20,ok,
抚顺市,210400,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210400&jobName=&offset=4&limit=20,ok,
抚顺市,210400,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210400&jobName=&offset=5&limit=20,ok,
抚顺市,210400,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210400&jobName=&offset=6&limit=20,ok,
本溪市,210500,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210500&jobName=&offset=1&limit=20,ok,
本溪市,210500,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210500&jobName=&offset=2&limit=20,ok,
本溪市,210500,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210500&jobName=&offset=3&limit=20,ok,
本溪市,210500,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210500&jobName=&offset=4&limit=20,ok,
本溪市,210500,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210500&jobName=&offset=5&limit=20,ok,
本溪市,210500,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210500&jobName=&offset=6&limit=20,ok,
丹东市,210600,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210600&jobName=&offset=1&limit=20,ok,
丹东市,210600,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210600&jobName=&offset=2&limit=20,ok,
丹东市,210600,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210600&jobName=&offset=3&limit=20,ok,
丹东市,210600,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210600&jobName=&offset=4&limit=20,ok,
丹东市,210600,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210600&jobName=&offset=5&limit=20,ok,
丹东市,210600,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210600&jobName=&offset=6&limit=20,ok,
锦州市,210700,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210700&jobName=&offset=1&limit=20,ok,
锦州市,210700,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210700&jobName=&offset=2&limit=20,ok,
锦州市,210700,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210700&jobName=&offset=3&limit=20,ok,
锦州市,210700,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210700&jobName=&offset=4&limit=20,ok,
锦州市,210700,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210700&jobName=&offset=5&limit=20,ok,
锦州市,210700,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210700&jobName=&offset=6&limit=20,ok,
营口市,210800,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210800&jobName=&offset=1&limit=20,ok,
营口市,210800,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210800&jobName=&offset=2&limit=20,ok,
营口市,210800,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210800&jobName=&offset=3&limit=20,ok,
营口市,210800,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210800&jobName=&offset=4&limit=20,ok,
营口市,210800,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210800&jobName=&offset=5&limit=20,ok,
营口市,210800,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210800&jobName=&offset=6&limit=20,ok,
阜新市,210900,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210900&jobName=&offset=1&limit=20,ok,
阜新市,210900,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210900&jobName=&offset=2&limit=20,ok,
阜新市,210900,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210900&jobName=&offset=3&limit=20,ok,
阜新市,210900,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210900&jobName=&offset=4&limit=20,ok,
阜新市,210900,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210900&jobName=&offset=5&limit=20,ok,
阜新市,210900,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=210900&jobName=&offset=6&limit=20,ok,
辽阳市,211000,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=211000&jobName=&offset=1&limit=20,ok,
辽阳市,211000,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=211000&jobName=&offset=2&limit=20,ok,
辽阳市,211000,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=211000&jobName=&offset=3&limit=20,ok,
辽阳市,211000,prefecture,,4,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=211000&jobName=&offset=4&limit=20,ok,
辽阳市,211000,prefecture,,5,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=211000&jobName=&offset=5&limit=20,ok,
辽阳市,211000,prefecture,,6,0,0,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=211000&jobName=&offset=6&limit=20,ok,
盘锦市,211100,prefecture,,1,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=211100&jobName=&offset=1&limit=20,ok,
盘锦市,211100,prefecture,,2,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=211100&jobName=&offset=2&limit=20,ok,
盘锦市,211100,prefecture,,3,20,10,https://www.ncss.cn/student/jobs/jobslist/ajax/?jobType=&monthPay=&industrySectors=&recruitType=&property=&categoryCode=&memberLevel=&keyUnits=&degreeCode=&sourcesName=&sourcesType=&areaCode=211100&jobName=&offset=3&limit=20,ok,
