province_std_source,city_std_source,district_std_source,province_std_final,city_std_final,district_std_final,city_std_confidence,city_std_reason,record_count,example_job_id,example_detail_url
河北,石家庄,桥西区,河北,石家庄,桥西区,high,exact-city-alias,311,job_010467,https://jobs.51job.com/shijiazhuang-qxq/171458946.html?s=sou_sou_soulb&t=0_0&req=88e87e53f2261bd96f27ff6af35650bb
江苏,镇江,京口区,江苏,镇江,京口区,high,exact-city-alias,311,job_005568,https://jobs.51job.com/zhenjiang-jkq/170049956.html?s=sou_sou_soulb&t=0_0&req=9c0e4a474c2aeb152c721f00f6e331bf
广东,东莞,中堂镇,广东,东莞,中堂镇,high,exact-city-alias,310,job_019458,https://jobs.51job.com/dongguan-ztz/171186059.html?s=sou_sou_soulb&t=0_0&req=e9899f90befc83a98d623df5790ba6c9
广东,汕头,龙湖区,广东,汕头,龙湖区,high,exact-city-alias,310,job_013036,https://jobs.51job.com/shantou-lhq/171394605.html?s=sou_sou_soulb&t=0_0&req=2b778864b1e1b5427b0d82634e0aa75a
广西,南宁,江南区,广西,南宁,江南区,high,exact-city-alias,309,job_006726,https://jobs.51job.com/nanning-jnq/170394291.html?s=sou_sou_soulb&t=0_0&req=bc8e1b2747700688a25d4e87885bfb36
河南,商丘,,河南,商丘,,high,exact-city-alias,309,job_007024,https://jobs.51job.com/shangqiu/170950141.html?s=sou_sou_soulb&t=0_0&req=8468dee840d7c61d0a3dfc1ebcbed152
福建,福州,晋安区,福建,福州,晋安区,high,exact-city-alias,309,job_006493,https://jobs.51job.com/fuzhou-jaq/171458401.html?s=sou_sou_soulb&t=0_0&req=3b5fc5d5199b102a0f5a0ad878bfb85d
浙江,绍兴,诸暨市,浙江,绍兴,诸暨市,high,exact-city-alias,309,job_005649,https://jobs.51job.com/shaoxing-zjs/171463175.html?s=sou_sou_soulb&t=0_0&req=0bcd7ecbb8c10cd966c70e7739685bd9
安徽,滁州,南谯区,安徽,滁州,南谯区,high,exact-city-alias,307,job_022812,https://jobs.51job.com/chuzhou-nqq/167516906.html?s=sou_sou_soulb&t=0_0&req=0c66f5825b8514e8db6a8b3d5c2b9c3e
,河南省,,河南,,,low,province-only-city-source,305,job_010504,https://jobs.51job.com/all/167606049.html?s=sou_sou_soulb&t=0_0&req=581b5c5aac5f83cdf1c53a7a03239b66
湖北,襄阳,襄州区,湖北,襄阳,襄州区,high,exact-city-alias,304,job_049148,https://jobs.51job.com/xiangyang-xzq/167592975.html?s=sou_sou_soulb&t=0_0&req=5a684518b61cde4ccfc38bf7dc62d932
海南,三亚,,海南,三亚,,high,exact-city-alias,298,job_006471,https://jobs.51job.com/sanya/171412520.html?s=sou_sou_soulb&t=0_0&req=e3a161ee55dc193b46c4008f2a82258a
甘肃,兰州,城关区,甘肃,兰州,城关区,high,exact-city-alias,295,job_008168,https://jobs.51job.com/lanzhou-cgq/169795891.html?s=sou_sou_soulb&t=0_0&req=151199a23ed44bed05ec0c54c2ffd189
,湖南省,,湖南,,,low,province-only-city-source,295,job_023378,https://jobs.51job.com/all/163091569.html?s=sou_sou_soulb&t=0_0&req=7ef09014cf3d7886096a2ba96f4db7be
广西,玉林,,广西,玉林,,high,exact-city-alias,295,job_006764,https://jobs.51job.com/yulin/167562832.html?s=sou_sou_soulb&t=0_0&req=7d3b5c97d6097a008e5e8433e9b9ebec
,陕西省,,陕西,,,low,province-only-city-source,291,job_007822,https://jobs.51job.com/all/144224517.html?s=sou_sou_soulb&t=0_0&req=d44d77ea22635fb2b73bcf05e406526a
陕西,咸阳,秦都区,陕西,咸阳,秦都区,high,exact-city-alias,290,job_007779,https://jobs.51job.com/xianyang-qdq/148496271.html?s=sou_sou_soulb&t=0_0&req=d39bf751ee95785621b4bcbdd616430c
四川,南充,,四川,南充,,high,exact-city-alias,289,job_006271,https://jobs.51job.com/nanchong/171377671.html?s=sou_sou_soulb&t=0_0&req=d85f459dcf12f6a0f62b55be1f73687c
四川,成都,彭州市,四川,成都,彭州市,high,exact-city-alias,288,job_022389,https://jobs.51job.com/chengdu-pzs/171022715.html?s=sou_sou_soulb&t=0_0&req=a10b238cb831295b7a0d927faed32c62
广东,中山,民众镇,广东,中山,民众镇,high,exact-city-alias,287,job_002575,https://jobs.51job.com/zhongshan-mzz/170879136.html?s=sou_sou_soulb&t=0_0&req=cb1882c9e5163bb25021626e8d90b59f
江苏,徐州,鼓楼区,江苏,徐州,鼓楼区,high,exact-city-alias,283,job_005586,https://jobs.51job.com/xuzhou-glq/170124820.html?s=sou_sou_soulb&t=0_0&req=e62fd625dd81f3318d2f3db1b1f33d0a
山东,德州,,山东,德州,,high,exact-city-alias,283,job_045535,https://jobs.51job.com/dezhou/171302188.html?s=sou_sou_soulb&t=0_0&req=abba190ed5eb522c748e404eef988af2
湖南,益阳,,湖南,益阳,,high,exact-city-alias,283,job_007729,https://jobs.51job.com/yiyang/164156595.html?s=sou_sou_soulb&t=0_0&req=42458b447d92a9d9260783407bd67e32
山东,青岛,胶州市,山东,青岛,胶州市,high,exact-city-alias,283,job_015645,https://jobs.51job.com/qingdao-jzs/171530054.html?s=sou_sou_soulb&t=0_0&req=46801818bc94e6cd8a5a5be093df1ef7
陕西,西安,灞桥区,陕西,西安,灞桥区,high,exact-city-alias,281,job_023515,https://jobs.51job.com/xian-bqq/169860364.html?s=sou_sou_soulb&t=0_0&req=067db0ce845460e385276458c9d69d1b
吉林,吉林,,吉林,吉林,,high,exact-city-alias,280,job_008081,https://jobs.51job.com/jilin/138791575.html?s=sou_sou_soulb&t=0_0&req=ca1041eb7ef2ad28ee6103576430ac36
河南,平顶山,,河南,平顶山,,high,exact-city-alias,280,job_007097,https://jobs.51job.com/pingdingshan/167995619.html?s=sou_sou_soulb&t=0_0&req=c35af8d3ee66871094dd3cd424c020d9
内蒙古,赤峰,,内蒙古,赤峰,,high,exact-city-alias,280,job_054219,https://jobs.51job.com/chifeng/171426211.html?s=sou_sou_soulb&t=0_0&req=6a378f3dac944047b0f41a90261b66fb
重庆,重庆,合川区,重庆,重庆,合川区,high,exact-city-alias,280,job_020971,https://jobs.51job.com/chongqing-hcq/171026416.html?s=sou_sou_soulb&t=0_0&req=00dc41b736431653c6436e32757120d0
陕西,西安,新城区,陕西,西安,新城区,high,exact-city-alias,279,job_007864,https://jobs.51job.com/xian-xcq/170739855.html?s=sou_sou_soulb&t=0_0&req=dc0447fea915f84aae101fc3303382dd
湖北,天门,,湖北,天门,,high,51job-area-alias,277,job_023089,https://jobs.51job.com/tianmen/169599992.html?s=sou_sou_soulb&t=0_0&req=2c51064ec6c630584cc14ce2480d7018
云南,玉溪,,云南,玉溪,,high,exact-city-alias,277,job_010933,https://jobs.51job.com/yuxi/169795127.html?s=sou_sou_soulb&t=0_0&req=5579ab249fd9dc010f65b01b2befcec7
福建,福州,仓山区,福建,福州,仓山区,high,exact-city-alias,277,job_006515,https://jobs.51job.com/fuzhou-csq/129320233.html?s=sou_sou_soulb&t=0_0&req=3b5fc5d5199b102a0f5a0ad878bfb85d
贵州,贵阳,南明区,贵州,贵阳,南明区,high,exact-city-alias,276,job_013873,https://jobs.51job.com/guiyang-nmq/171132022.html?s=sou_sou_soulb&t=0_0&req=9b248ece7eb5b67d864dae56c4074d1b
河北,衡水,,河北,衡水,,high,exact-city-alias,275,job_048277,https://jobs.51job.com/hengshui/171244376.html?s=sou_sou_soulb&t=0_0&req=a8e7385fdc0940340cd61002368aef0c
广东,梅州,,广东,梅州,,high,exact-city-alias,273,job_002637,https://jobs.51job.com/meizhou/161807320.html?s=sou_sou_soulb&t=0_0&req=342609d3d75fefeed7b983441327f97b
重庆,重庆,大渡口区,重庆,重庆,大渡口区,high,exact-city-alias,273,job_003837,https://jobs.51job.com/chongqing-ddkq/170269402.html?s=sou_sou_soulb&t=0_0&req=90034b182fc29c92c3ea7530d30db53b
江西,抚州,,江西,抚州,,high,exact-city-alias,272,job_006680,https://jobs.51job.com/fuzhoue/171599031.html?s=sou_sou_soulb&t=0_0&req=c3f9bf16c92fd67fff6ba2a1ab89af25
,安徽省,,安徽,,,low,province-only-city-source,270,job_006901,https://jobs.51job.com/all/158053966.html?s=sou_sou_soulb&t=0_0&req=abf6b693e7a904c2f7e4e24033549fe9
四川,乐山,,四川,乐山,,high,exact-city-alias,268,job_017455,https://jobs.51job.com/leshan/170537480.html?s=sou_sou_soulb&t=0_0&req=7dd4df9b4dceb7dce345f8e4f78ede6a
安徽,合肥,滨湖新区,安徽,合肥,滨湖新区,high,exact-city-alias,268,job_006836,https://jobs.51job.com/hefei-bhxq/171615036.html?s=sou_sou_soulb&t=0_0&req=691ba960ae82a200b7e8aea75dc1d411
吉林,长春,绿园区,吉林,长春,绿园区,high,exact-city-alias,268,job_023680,https://jobs.51job.com/changchun-lyq/166673513.html?s=sou_sou_soulb&t=0_0&req=1fcdc5b89fc432a84f37b17b7a5a6471
山西,长治,,山西,长治,,high,exact-city-alias,268,job_052188,https://jobs.51job.com/changzhi/171608878.html?s=sou_sou_soulb&t=0_0&req=a08e3c1e2456a986f70b34f265f5ec96
江苏,徐州,铜山区,江苏,徐州,铜山区,high,exact-city-alias,267,job_005576,https://jobs.51job.com/xuzhou-tsq/171584131.html?s=sou_sou_soulb&t=0_0&req=e62fd625dd81f3318d2f3db1b1f33d0a
浙江,金华,武义县,浙江,金华,武义县,high,exact-city-alias,267,job_006142,https://jobs.51job.com/jinhua-wyx/168697721.html?s=sou_sou_soulb&t=0_0&req=8ab87ab8ed349cef52c4ce3a7e995e23
湖北,随州,,湖北,随州,,high,exact-city-alias,267,job_007498,https://jobs.51job.com/suizhou/166793193.html?s=sou_sou_soulb&t=0_0&req=b64e0ad9aae23d3278684cdba9fdc600
江西,南昌,东湖区,江西,南昌,东湖区,high,exact-city-alias,265,job_006706,https://jobs.51job.com/nanchang-dhq/161240364.html?s=sou_sou_soulb&t=0_0&req=b5324070a3a86a5284c191adc4b541d1
四川,成都,崇州市,四川,成都,崇州市,high,exact-city-alias,265,job_006274,https://jobs.51job.com/chengdu-czs/153883882.html?s=sou_sou_soulb&t=0_0&req=d85f459dcf12f6a0f62b55be1f73687c
河南,鹤壁,,河南,鹤壁,,high,exact-city-alias,265,job_007065,https://jobs.51job.com/hebi/168976884.html?s=sou_sou_soulb&t=0_0&req=8468dee840d7c61d0a3dfc1ebcbed152
河北,承德,,河北,承德,,high,exact-city-alias,264,job_048152,https://jobs.51job.com/chengde/171431629.html?s=sou_sou_soulb&t=0_0&req=cbfa03c686a8609e4998a7f1e9b474d0
江苏,泰州,姜堰区,江苏,泰州,姜堰区,high,exact-city-alias,264,job_005611,https://jobs.51job.com/taizhou-jyq/170193069.html?s=sou_sou_soulb&t=0_0&req=3e75a6a6b993f16a4806685ce0ec5e85
江苏,镇江,镇江新区,江苏,镇江,镇江新区,high,exact-city-alias,264,job_005569,https://jobs.51job.com/zhenjiang-zjxq/171520568.html?s=sou_sou_soulb&t=0_0&req=9c0e4a474c2aeb152c721f00f6e331bf
山西,临汾,,山西,临汾,,high,exact-city-alias,262,job_052244,https://jobs.51job.com/linfen/171547501.html?s=sou_sou_soulb&t=0_0&req=218719195a689baf70f026b84ee9aa10
浙江,台州,临海市,浙江,台州,临海市,high,exact-city-alias,262,job_005980,https://jobs.51job.com/taizhoue-lhs/164987035.html?s=sou_sou_soulb&t=0_0&req=a3f2a8b287fd81f6688199024af92f6c
浙江,台州,玉环市,浙江,台州,玉环市,high,exact-city-alias,262,job_006064,https://jobs.51job.com/taizhoue-yhs/170355493.html?s=sou_sou_soulb&t=0_0&req=34fad811e6d1f5a4e132723937905a37
福建,莆田,,福建,莆田,,high,exact-city-alias,262,job_022527,https://jobs.51job.com/putian/161149101.html?s=sou_sou_soulb&t=0_0&req=aa0efc107195617b930bc286ded43f3b
广东,汕尾,,广东,汕尾,,high,exact-city-alias,261,job_015184,https://jobs.51job.com/shanwei/170297279.html?s=sou_sou_soulb&t=0_0&req=4ae3ac133cba33b2665a1504d6a80170
安徽,芜湖,镜湖区,安徽,芜湖,镜湖区,high,exact-city-alias,261,job_006917,https://jobs.51job.com/wuhu-jhq/170501869.html?s=sou_sou_soulb&t=0_0&req=abf6b693e7a904c2f7e4e24033549fe9
山东,青岛,即墨区,山东,青岛,即墨区,high,exact-city-alias,261,job_006567,https://jobs.51job.com/qingdao-jmq/170802682.html?s=sou_sou_soulb&t=0_0&req=49fa21f4a13df9e7f28418008970f854
浙江,金华,东阳市,浙江,金华,东阳市,high,exact-city-alias,260,job_005888,https://jobs.51job.com/jinhua-dys/167498466.html?s=sou_sou_soulb&t=0_0&req=f2d7ee2278ccc377b7c1ab44cb590dbb
四川,成都,简阳市,四川,成都,简阳市,high,exact-city-alias,258,job_006160,https://jobs.51job.com/chengdu-jys/171325034.html?s=sou_sou_soulb&t=0_0&req=60a5c2805641692fcae5e74872595e55
江西,新余,,江西,新余,,high,exact-city-alias,257,job_046508,https://jobs.51job.com/xinyu/168938570.html?s=sou_sou_soulb&t=0_0&req=9ef853957fda98b54b28c73f24258837
云南,红河州,,云南,红河州,,high,51job-area-alias,257,job_015780,https://jobs.51job.com/honghezhou/169773212.html?s=sou_sou_soulb&t=0_0&req=4b3d8ddb080a15451bb9a98fa0a9d7b6
江苏,连云港,连云区,江苏,连云港,连云区,high,exact-city-alias,256,job_005596,https://jobs.51job.com/lianyungang-lyq/171224279.html?s=sou_sou_soulb&t=0_0&req=9ddde18ae06488289653c10ccafc3e2f
河北,石家庄,长安区,河北,石家庄,长安区,high,exact-city-alias,254,job_013770,https://jobs.51job.com/shijiazhuang-caq/171332561.html?s=sou_sou_soulb&t=0_0&req=c9e7598d421b7a8c72f42c4d977a499b
,福建省,,福建,,,low,province-only-city-source,254,job_006539,https://jobs.51job.com/all/166328982.html?s=sou_sou_soulb&t=0_0&req=79ea65d94504be4b8d5c3a60ff278d27
安徽,合肥,庐江县,安徽,合肥,庐江县,high,exact-city-alias,253,job_010411,https://jobs.51job.com/hefei-ljx/171522545.html?s=sou_sou_soulb&t=0_0&req=35379da1d393a19c916fe46fbfca7d99
深圳,深圳,大鹏新区,广东,深圳,大鹏新区,high,exact-city-alias,253,job_003197,https://jobs.51job.com/shenzhen-dpxq/167364883.html?s=sou_sou_soulb&t=0_0&req=774c388ff5064209f1d7010d9f77c3ce
上海,上海,崇明区,上海,上海,崇明区,high,exact-city-alias,252,job_000800,https://jobs.51job.com/shanghai-cmq/161883552.html?s=sou_sou_soulb&t=0_0&req=938def3a6ad2ff1e7930654da77b8b4d
云南,楚雄,,云南,楚雄,,high,51job-area-alias,252,job_014730,https://jobs.51job.com/chuxiong/171443963.html?s=sou_sou_soulb&t=0_0&req=0b2019fe8b639c164638ca524fec487c
湖南,邵阳,,湖南,邵阳,,high,exact-city-alias,252,job_023369,https://jobs.51job.com/shaoyang/171652634.html?s=sou_sou_soulb&t=0_0&req=7ef09014cf3d7886096a2ba96f4db7be
安徽,铜陵,,安徽,铜陵,,high,exact-city-alias,251,job_006859,https://jobs.51job.com/tongling/169498908.html?s=sou_sou_soulb&t=0_0&req=691ba960ae82a200b7e8aea75dc1d411
广东,揭阳,,广东,揭阳,,high,exact-city-alias,250,job_030707,https://jobs.51job.com/jieyang/171507383.html?s=sou_sou_soulb&t=0_0&req=225285c3f8e11071bc2de8a470be0291
浙江,台州,路桥区,浙江,台州,路桥区,high,exact-city-alias,249,job_022153,https://jobs.51job.com/taizhoue-lqq/169678906.html?s=sou_sou_soulb&t=0_0&req=b9f406c7440589e28b09c757f84e4f7b
广东,开平,,广东,开平,,high,51job-area-alias,249,job_009046,https://jobs.51job.com/kaiping/171647976.html?s=sou_sou_soulb&t=0_0&req=7ce1f9c85146cbd024c32bc5a55b5c1e
海南,三亚,崖州区,海南,三亚,崖州区,high,exact-city-alias,248,job_006460,https://jobs.51job.com/sanya-yzq/171506460.html?s=sou_sou_soulb&t=0_0&req=e3a161ee55dc193b46c4008f2a82258a
云南,昆明,晋宁区,云南,昆明,晋宁区,high,exact-city-alias,246,job_023696,https://jobs.51job.com/kunming-jnq/170838209.html?s=sou_sou_soulb&t=0_0&req=b7589255193a9fd904121e4a96fbed1a
广东,湛江,赤坎区,广东,湛江,赤坎区,high,exact-city-alias,246,job_019924,https://jobs.51job.com/zhanjiang-ckq/153698721.html?s=sou_sou_soulb&t=0_0&req=222a34700b53a4274329019acc7edbbf
山东,泰安,,山东,泰安,,high,exact-city-alias,245,job_006640,https://jobs.51job.com/taian/168860435.html?s=sou_sou_soulb&t=0_0&req=ec3d23181e884f6e354727f6abc0ef9d
陕西,渭南,,陕西,渭南,,high,exact-city-alias,245,job_023506,https://jobs.51job.com/weinan/166687944.html?s=sou_sou_soulb&t=0_0&req=067db0ce845460e385276458c9d69d1b
湖南,娄底,,湖南,娄底,,high,exact-city-alias,244,job_023436,https://jobs.51job.com/loudi/166685644.html?s=sou_sou_soulb&t=0_0&req=033b2ba7ac2eaaf6c1c2bf40a999fcff
湖北,潜江,,湖北,潜江,,high,51job-area-alias,244,job_007442,https://jobs.51job.com/qianjiang/167548341.html?s=sou_sou_soulb&t=0_0&req=e12f8270ec4af4a54d6cbeec0de11d32
广西,钦州,,广西,钦州,,high,exact-city-alias,244,job_006748,https://jobs.51job.com/qinzhou/170503350.html?s=sou_sou_soulb&t=0_0&req=bc8e1b2747700688a25d4e87885bfb36
江苏,连云港,海州区,江苏,连云港,海州区,high,exact-city-alias,243,job_039253,https://jobs.51job.com/lianyungang-hzq/169293426.html?s=sou_sou_soulb&t=0_0&req=e7ac7a77f978593222de738756b9b7c5
山东,济南,市中区,山东,济南,市中区,high,exact-city-alias,242,job_006630,https://jobs.51job.com/jinan-szq/170722259.html?s=sou_sou_soulb&t=0_0&req=ec3d23181e884f6e354727f6abc0ef9d
山东,济南,槐荫区,山东,济南,槐荫区,high,exact-city-alias,242,job_015648,https://jobs.51job.com/jinan-hyq/171625795.html?s=sou_sou_soulb&t=0_0&req=46801818bc94e6cd8a5a5be093df1ef7
广东,中山,坦洲镇,广东,中山,坦洲镇,high,exact-city-alias,241,job_002556,https://jobs.51job.com/zhongshan-tzz/168802686.html?s=sou_sou_soulb&t=0_0&req=cb1882c9e5163bb25021626e8d90b59f
河南,郑州,经开区,河南,郑州,经开区,high,exact-city-alias,240,job_007067,https://jobs.51job.com/zhengzhou-jkq/170562946.html?s=sou_sou_soulb&t=0_0&req=8468dee840d7c61d0a3dfc1ebcbed152
广东,清远,英德市,广东,清远,英德市,high,exact-city-alias,239,job_009047,https://jobs.51job.com/qingyuan-yds/171638200.html?s=sou_sou_soulb&t=0_0&req=7ce1f9c85146cbd024c32bc5a55b5c1e
河南,郑州,高新区,河南,郑州,高新区,high,exact-city-alias,239,job_007023,https://jobs.51job.com/zhengzhou-gxq/171619698.html?s=sou_sou_soulb&t=0_0&req=8468dee840d7c61d0a3dfc1ebcbed152
河北,石家庄,裕华区,河北,石家庄,裕华区,high,exact-city-alias,238,job_007003,https://jobs.51job.com/shijiazhuang-yhq/170824461.html?s=sou_sou_soulb&t=0_0&req=90054f74abfc5b504146f32061ab66f5
江苏,盐城,大丰区,江苏,盐城,大丰区,high,exact-city-alias,236,job_005600,https://jobs.51job.com/yancheng-dfq/170876615.html?s=sou_sou_soulb&t=0_0&req=418ea2dd457ea3ed72c0a0a0798b078c
浙江,金华,兰溪市,浙江,金华,兰溪市,high,exact-city-alias,234,job_022187,https://jobs.51job.com/jinhua-lxs/170863735.html?s=sou_sou_soulb&t=0_0&req=b9f406c7440589e28b09c757f84e4f7b
广东,江门,台山市,广东,江门,台山市,high,exact-city-alias,233,job_002602,https://jobs.51job.com/jiangmen-tss/168617561.html?s=sou_sou_soulb&t=0_0&req=1e21b32190f3b072784d350dac151ee4
广东,中山,板芙镇,广东,中山,板芙镇,high,exact-city-alias,232,job_002531,https://jobs.51job.com/zhongshan-bfz/162029667.html?s=sou_sou_soulb&t=0_0&req=cb1882c9e5163bb25021626e8d90b59f
四川,成都,邛崃市,四川,成都,邛崃市,high,exact-city-alias,232,job_016894,https://jobs.51job.com/chengdu-qls/161257144.html?s=sou_sou_soulb&t=0_0&req=5d3c6cc453b2edd795515e94b7a1041a
湖南,怀化,,湖南,怀化,,high,exact-city-alias,231,job_050675,https://jobs.51job.com/huaihua/171671443.html?s=sou_sou_soulb&t=0_0&req=aeebc564cb263ec466f7a02178e4107a
贵州,毕节,,贵州,毕节,,high,exact-city-alias,231,job_053802,https://jobs.51job.com/bijie/149436103.html?s=sou_sou_soulb&t=0_0&req=336dad0564408e526c7ca871092f28c3
重庆,重庆,长寿区,重庆,重庆,长寿区,high,exact-city-alias,231,job_003944,https://jobs.51job.com/chongqing-csq/169043903.html?s=sou_sou_soulb&t=0_0&req=ee67e2b4eea84b3b3d7cb99f2db3489a
河北,雄安新区,,河北,雄安新区,,high,51job-area-alias,231,job_007009,https://jobs.51job.com/xiongan-xaxq/167939576.html?s=sou_sou_soulb&t=0_0&req=90054f74abfc5b504146f32061ab66f5
四川,成都,新津区,四川,成都,新津区,high,exact-city-alias,230,job_015622,https://jobs.51job.com/chengdou-xjq/153106485.html?s=sou_sou_soulb&t=0_0&req=ca055ed59b461194d5690cd195638427
陕西,西安,经济技术开发区,陕西,西安,经济技术开发区,high,exact-city-alias,230,job_007823,https://jobs.51job.com/xian-jjjs/171605580.html?s=sou_sou_soulb&t=0_0&req=d44d77ea22635fb2b73bcf05e406526a
江西,九江,修水县,江西,九江,修水县,high,exact-city-alias,229,job_006663,https://jobs.51job.com/jiujiang-xsx/170924578.html?s=sou_sou_soulb&t=0_0&req=c3f9bf16c92fd67fff6ba2a1ab89af25
浙江,绍兴,新昌县,浙江,绍兴,新昌县,high,exact-city-alias,227,job_005758,https://jobs.51job.com/shaoxing-xcx/171505456.html?s=sou_sou_soulb&t=0_0&req=80e7a95737c2b443cd4650410e471193
广东,惠州,龙门县,广东,惠州,龙门县,high,exact-city-alias,224,job_030053,https://jobs.51job.com/huizhou-lmx/167701593.html?s=sou_sou_soulb&t=0_0&req=fa0c2cbe2c01bbac6ab9ac819125bdb5
新疆,阿克苏,,新疆,阿克苏,,high,exact-city-alias,224,job_023865,https://jobs.51job.com/akesu/166713864.html?s=sou_sou_soulb&t=0_0&req=eeb79134135ecd3387e01889ec189962
江西,鹰潭,,江西,鹰潭,,high,exact-city-alias,224,job_015661,https://jobs.51job.com/yingtan/161065756.html?s=sou_sou_soulb&t=0_0&req=0497b842280bb443b63d06323d8e5640
江西,南昌,西湖区,江西,南昌,西湖区,high,exact-city-alias,223,job_006659,https://jobs.51job.com/nanchang-xhq/171409813.html?s=sou_sou_soulb&t=0_0&req=c3f9bf16c92fd67fff6ba2a1ab89af25
江苏,镇江,丹徒区,江苏,镇江,丹徒区,high,exact-city-alias,223,job_015456,https://jobs.51job.com/zhenjiang-dtq/170339618.html?s=sou_sou_soulb&t=0_0&req=9e180049a0dee2806dc118dd47794b63
山东,聊城,,山东,聊城,,high,exact-city-alias,222,job_006599,https://jobs.51job.com/liaocheng/146972840.html?s=sou_sou_soulb&t=0_0&req=49fa21f4a13df9e7f28418008970f854
湖北,鄂州,华容区,湖北,鄂州,华容区,high,exact-city-alias,222,job_023306,https://jobs.51job.com/ezhou-hrq/170789630.html?s=sou_sou_soulb&t=0_0&req=9d1be2a3ced904a00891cd3087d4c5ca
江苏,扬州,广陵区,江苏,扬州,广陵区,high,exact-city-alias,221,job_005510,https://jobs.51job.com/yangzhou-glq/170783336.html?s=sou_sou_soulb&t=0_0&req=6d0bcf44b4c0ee0c1e5e7a04bf32a85a
山东,济南,高新区,山东,济南,高新区,high,exact-city-alias,221,job_006589,https://jobs.51job.com/jinan-gxq/171388845.html?s=sou_sou_soulb&t=0_0&req=49fa21f4a13df9e7f28418008970f854
广东,潮州,,广东,潮州,,high,exact-city-alias,221,job_030676,https://jobs.51job.com/chaozhou/171572651.html?s=sou_sou_soulb&t=0_0&req=f9d1049ce2aac3d1f90633e3cebd52d8
四川,眉山,东坡区,四川,眉山,东坡区,high,exact-city-alias,221,job_022433,https://jobs.51job.com/meishan-dpq/169842923.html?s=sou_sou_soulb&t=0_0&req=c96c5f97cbeb32f4f061a95126a4d16b
重庆,重庆,铜梁区,重庆,重庆,铜梁区,high,exact-city-alias,221,job_003885,https://jobs.51job.com/chongqing-tlq/171371902.html?s=sou_sou_soulb&t=0_0&req=0d8ebd58785bdb5630a2b7a94788030c
,河北省,,河北,,,low,province-only-city-source,220,job_022904,https://jobs.51job.com/all/156691027.html?s=sou_sou_soulb&t=0_0&req=5a954a9a4370685a320edde176a427b9
辽宁,鞍山,,辽宁,鞍山,,high,exact-city-alias,220,job_007972,https://jobs.51job.com/anshan/158808701.html?s=sou_sou_soulb&t=0_0&req=e1b1b71554bb5199b3e777db2b72821f
,上海-黄浦区,,上海,上海,黄浦区,high,city-hyphen-district,219,job_000546,https://jobs.51job.com/all/144224510.html?s=sou_sou_soulb&t=0_0&req=acb5611fd237e1174f0cf1008dd683b6
四川,内江,,四川,内江,,high,exact-city-alias,218,job_022362,https://jobs.51job.com/neijiang/168811457.html?s=sou_sou_soulb&t=0_0&req=a10b238cb831295b7a0d927faed32c62
吉林,长春,南关区,吉林,长春,南关区,high,exact-city-alias,217,job_008073,https://jobs.51job.com/changchun-ngq/153975362.html?s=sou_sou_soulb&t=0_0&req=ca1041eb7ef2ad28ee6103576430ac36
辽宁,沈阳,皇姑区,辽宁,沈阳,皇姑区,high,exact-city-alias,216,job_007963,https://jobs.51job.com/shenyang-hgq/171505786.html?s=sou_sou_soulb&t=0_0&req=e1b1b71554bb5199b3e777db2b72821f
山东,青岛,李沧区,山东,青岛,李沧区,high,exact-city-alias,216,job_006561,https://jobs.51job.com/qingdao-lcq/170827680.html?s=sou_sou_soulb&t=0_0&req=49fa21f4a13df9e7f28418008970f854
,江西省,,江西,,,low,province-only-city-source,214,job_017476,https://jobs.51job.com/all/171129785.html?s=sou_sou_soulb&t=0_0&req=7ce2d9011ac83cb214d921429504aa71
四川,宜宾,翠屏区,四川,宜宾,翠屏区,high,exact-city-alias,212,job_043293,https://jobs.51job.com/yibin-cpq/148998737.html?s=sou_sou_soulb&t=0_0&req=5b494617c958144a702ed9f6df94f83e
安徽,淮南,,安徽,淮南,,high,exact-city-alias,212,job_006986,https://jobs.51job.com/huainan/170848651.html?s=sou_sou_soulb&t=0_0&req=9751a68be2a5a1d987bb0f4f0d803ef1
江苏,淮安,淮安区,江苏,淮安,淮安区,high,exact-city-alias,212,job_005621,https://jobs.51job.com/huaian-haq/169164643.html?s=sou_sou_soulb&t=0_0&req=7c6e4ea859d1a6f945607ec5df33dbf2
,辽宁省,,辽宁,,,low,province-only-city-source,212,job_007944,https://jobs.51job.com/all/168232899.html?s=sou_sou_soulb&t=0_0&req=e1b1b71554bb5199b3e777db2b72821f
黑龙江,哈尔滨,南岗区,黑龙江,哈尔滨,南岗区,high,exact-city-alias,209,job_007934,https://jobs.51job.com/hadongbin-ngq/169370502.html?s=sou_sou_soulb&t=0_0&req=4f6c5cd0449bdc71eacb934c0f062029
广东,汕头,金平区,广东,汕头,金平区,high,exact-city-alias,209,job_002529,https://jobs.51job.com/shantou-jpq/170422345.html?s=sou_sou_soulb&t=0_0&req=acb0e5a0af9e07d69d1751f724413d42
湖北,孝感,孝南区,湖北,孝感,孝南区,high,exact-city-alias,208,job_015721,https://jobs.51job.com/xiaogan-xnq/171360594.html?s=sou_sou_soulb&t=0_0&req=d474ab6e8efca8e5d4523300af6d68ea
陕西,西安,高陵区,陕西,西安,高陵区,high,exact-city-alias,208,job_007868,https://jobs.51job.com/xian-glq/170687704.html?s=sou_sou_soulb&t=0_0&req=dc0447fea915f84aae101fc3303382dd
